Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
University of Alabama at Birmingham,100663,2013,Football Bowl Subdivision,Conference USA,"27,544,633","457,178","492,591","2,633,479","5,897,936","6,161,702","28,159,249","942,125","2,456,762","1,953,400","1,130,053"
University of Alabama at Birmingham,100663,2014,Football Bowl Subdivision,Conference USA,"30,805,171","591,176","538,743","3,055,052","6,312,950","7,135,185","31,549,517","961,267","3,205,602","1,751,000","1,165,323"
University of Alabama at Birmingham,100663,2015,Football Bowl Subdivision,Conference USA,"31,066,375","522,110","468,898","3,034,823","6,109,951","6,034,338","31,896,726","963,240","3,327,715","1,625,514","2,006,402"
University of Alabama at Birmingham,100663,2016,Football Bowl Subdivision,Conference USA,"30,847,992","494,935","741,628","2,354,027","6,595,161","6,824,730","32,453,663","1,019,361","5,852,142","40,000","1,285,781"
University of Alabama at Birmingham,100663,2017,Football Bowl Subdivision,Conference USA,"23,803,547","362,826","578,933","2,244,627","4,616,135","4,987,118","24,795,218","381,621","5,552,809","113,000","1,239,484"
University of Alabama at Birmingham,100663,2018,Football Bowl Subdivision,Conference USA,"35,809,571","557,932","655,128","4,358,731","6,728,016","8,522,659","34,736,287","1,086,265","5,350,988","1,912,000","1,948,752"
University of Arizona,104179,2005,Football Bowl Subdivision,Pacific-12 Conference,"40,760,160","659,026","938,163","4,722,071","7,200,325","5,450,068","39,655,034","3,779,810","9,577,150","1,098,874","9,174,092"
University of Arizona,104179,2006,Football Bowl Subdivision,Pacific-12 Conference,"40,479,457","759,690","916,667","4,872,454","7,118,771","5,576,823","42,303,655","4,012,732","11,362,200","1,666,685","9,812,803"
University of Arizona,104179,2007,Football Bowl Subdivision,Pacific-12 Conference,"43,267,008","794,866","901,858","5,409,161","7,434,822","6,622,595","47,519,159","4,982,036","12,119,343","1,288,419","11,928,098"
University of Arizona,104179,2008,Football Bowl Subdivision,Pacific-12 Conference,"46,211,393","636,946","953,336","5,870,996","8,138,143","6,730,896","49,241,506","5,055,900","13,648,055","1,975,035","11,248,896"
University of Arizona,104179,2009,Football Bowl Subdivision,Pacific-12 Conference,"53,177,538","719,345","993,525","7,370,016","9,966,165","7,862,103","53,372,629","5,840,230","14,007,721","1,429,169","12,662,044"
University of Arizona,104179,2010,Football Bowl Subdivision,Pacific-12 Conference,"56,919,148","1,117,641","1,125,640","7,434,086","10,633,796","9,149,058","58,118,950","7,754,900","15,638,266","1,871,487","12,735,496"
University of Arizona,104179,2011,Football Bowl Subdivision,Pacific-12 Conference,"58,506,308","1,051,291","1,080,250","7,907,565","11,569,604","9,743,953","59,663,128","6,507,566","14,452,506","1,195,104","13,762,225"
University of Arizona,104179,2012,Football Bowl Subdivision,Pacific-12 Conference,"76,802,678","1,074,461","1,117,533","7,963,250","14,991,955","9,790,285","78,024,219","7,111,792","33,877,963","1,686,884","12,710,520"
University of Arizona,104179,2013,Football Bowl Subdivision,Pacific-12 Conference,"68,253,136","950,933","1,204,161","9,227,273","14,451,201","11,299,588","68,510,915","5,896,976","16,385,312","169,952","15,056,000"
University of Arizona,104179,2014,Football Bowl Subdivision,Pacific-12 Conference,"95,524,260","959,929","1,381,599","11,009,113","15,267,187","10,800,900","99,911,034","6,308,525","44,264,977","462,171","14,931,449"
University of Arizona,104179,2015,Football Bowl Subdivision,Pacific-12 Conference,"80,706,045","1,025,663","1,402,245","9,533,280","17,071,551","12,540,169","87,135,331","8,268,100","21,934,622","402,992","15,799,383"
University of Arizona,104179,2016,Football Bowl Subdivision,Pacific-12 Conference,"87,254,614","1,120,380","1,559,661","10,793,322","21,025,812","12,411,619","85,356,236","8,660,306","18,904,155","332,375","15,433,644"
University of Arizona,104179,2017,Football Bowl Subdivision,Pacific-12 Conference,"91,756,963","1,183,064","1,507,724","10,343,294","18,766,337","14,219,005","90,976,758","9,900,132","18,169,527","1,051,403","15,490,786"
University of Arizona,104179,2018,Football Bowl Subdivision,Pacific-12 Conference,"103,329,464","1,265,564","1,495,385","11,674,439","20,512,373","12,977,775","95,867,717","8,865,761","23,226,028","534,500","13,768,437"
University of Arkansas,106397,2005,Football Bowl Subdivision,Southeastern Conference,"45,916,377","442,153","1,021,557","5,349,380","7,861,007","5,238,770","47,322,459","2,229,167","3,315,302","551,044","23,973,023"
University of Arkansas,106397,2006,Football Bowl Subdivision,Southeastern Conference,"48,736,994","538,971","1,161,462","5,957,205","8,370,428","5,766,862","49,514,971","2,103,429","7,756,296","1,073,785","21,190,252"
University of Arkansas,106397,2007,Football Bowl Subdivision,Southeastern Conference,"62,169,914","541,831","1,259,726","7,999,378","9,792,287","6,461,360","65,416,732","2,506,280","12,226,457","16,819","28,791,807"
University of Arkansas,106397,2008,Football Bowl Subdivision,Southeastern Conference,"64,632,499","547,427","1,342,876","9,166,876","12,219,429","6,657,930","66,174,916","2,279,843","12,768,088","19,309","28,645,905"
University of Arkansas,106397,2009,Football Bowl Subdivision,Southeastern Conference,"64,609,733","547,720","1,445,169","8,694,200","12,637,419","6,448,740","65,835,778","4,421,972","7,586,392","453,000","31,926,509"
University of Arkansas,106397,2010,Football Bowl Subdivision,Southeastern Conference,"71,801,905","941,066","1,667,903","10,463,478","12,884,359","6,852,683","78,072,620","6,362,394","13,124,745","61,255","32,894,044"
University of Arkansas,106397,2011,Football Bowl Subdivision,Southeastern Conference,"79,392,988","1,145,848","1,480,557","11,827,488","14,286,107","7,442,929","91,768,112","7,960,239","19,962,064","51,700","35,931,551"
University of Arkansas,106397,2012,Football Bowl Subdivision,Southeastern Conference,"82,470,473","1,249,454","1,643,872","10,878,820","15,166,724","7,933,055","99,757,482","9,733,131","22,907,002","13,500","38,639,217"
University of Arkansas,106397,2013,Football Bowl Subdivision,Southeastern Conference,"92,131,933","1,213,290","1,491,303","10,618,743","17,940,280","8,465,727","99,770,840","11,065,362","19,436,047","7,000","39,434,328"
University of Arkansas,106397,2014,Football Bowl Subdivision,Southeastern Conference,"94,640,408","1,528,948","1,664,017","10,736,815","17,137,702","9,055,006","96,793,972","11,813,916","21,276,161","364,725","34,284,318"
University of Arkansas,106397,2015,Football Bowl Subdivision,Southeastern Conference,"97,106,539","1,382,013","1,739,940","12,008,562","18,114,976","9,221,490","114,172,847","12,010,545","24,393,873","313,500","37,622,177"
University of Arkansas,106397,2016,Football Bowl Subdivision,Southeastern Conference,"105,633,576","1,586,700","2,152,341","13,161,050","19,473,074","10,771,445","124,981,042","14,600,144","25,860,510","61,000","37,424,186"
University of Arkansas,106397,2017,Football Bowl Subdivision,Southeastern Conference,"112,902,474","1,556,536","2,140,085","14,634,812","20,497,274","11,827,482","129,680,808","14,025,665","24,907,874","375,000","40,766,509"
University of Arkansas,106397,2018,Football Bowl Subdivision,Southeastern Conference,"127,369,722","1,643,439","2,394,790","12,988,212","23,032,684","12,583,859","130,126,110","15,932,771","24,247,462","4,000","38,965,802"
University of California-Berkeley,110635,2005,Football Bowl Subdivision,Pacific-12 Conference,"51,774,040","1,122,282","668,600","5,590,190","9,908,123","8,043,265","43,886,422","4,143,889","9,506,519","1,285,375","9,994,602"
University of California-Berkeley,110635,2006,Football Bowl Subdivision,Pacific-12 Conference,"53,722,726","1,062,564","683,098","5,798,035","10,647,548","8,402,347","48,444,444","4,377,090","12,238,572","2,261,500","9,493,791"
University of California-Berkeley,110635,2007,Football Bowl Subdivision,Pacific-12 Conference,"60,826,660","891,964","770,384","7,289,754","12,581,022","8,446,702","60,826,660","4,698,651","14,437,027","1,200,258","13,898,392"
University of California-Berkeley,110635,2008,Football Bowl Subdivision,Pacific-12 Conference,"64,282,315","1,365,816","740,876","7,025,358","13,154,871","8,996,597","64,333,065","6,373,873","13,894,188","2,063,356","15,481,732"
University of California-Berkeley,110635,2009,Football Bowl Subdivision,Pacific-12 Conference,"72,738,751","1,121,992","837,824","8,701,166","14,690,647","9,957,129","71,149,584","6,404,294","15,617,326","975,419","15,673,571"
University of California-Berkeley,110635,2010,Football Bowl Subdivision,Pacific-12 Conference,"69,345,912","1,571,591","1,006,030","7,837,770","14,478,677","11,131,344","69,345,931","6,966,776","10,231,760","2,335,672","14,345,310"
University of California-Berkeley,110635,2011,Football Bowl Subdivision,Pacific-12 Conference,"62,669,411","1,169,882","944,559","7,935,493","14,490,282","8,898,627","65,243,053","8,432,471","8,126,865","1,034,677","15,953,660"
University of California-Berkeley,110635,2012,Football Bowl Subdivision,Pacific-12 Conference,"68,578,362","1,393,053","928,305","7,945,952","15,783,515","10,052,886","71,183,404","7,204,042","12,977,962","3,420,906","11,126,452"
University of California-Berkeley,110635,2013,Football Bowl Subdivision,Pacific-12 Conference,"90,126,390","1,230,825","912,405","9,207,840","18,021,608","10,000,533","94,487,380","6,972,419","26,063,466","284,445","14,556,051"
University of California-Berkeley,110635,2014,Football Bowl Subdivision,Pacific-12 Conference,"90,108,023","1,429,516","1,142,583","9,719,772","14,669,054","9,864,873","90,262,142","9,468,564","22,693,205","43,800","14,219,724"
University of California-Berkeley,110635,2015,Football Bowl Subdivision,Pacific-12 Conference,"94,016,545","1,582,754","1,265,384","9,915,542","16,430,463","9,686,356","85,539,904","9,547,613","22,572,994","3,814,163","10,955,853"
University of California-Berkeley,110635,2016,Football Bowl Subdivision,Pacific-12 Conference,"103,381,770","2,669,222","1,307,824","12,320,448","20,008,183","11,681,595","81,653,024","8,789,179","19,774,870","332,000","10,690,053"
University of California-Berkeley,110635,2017,Football Bowl Subdivision,Pacific-12 Conference,"106,959,739","2,476,098","1,167,416","11,027,161","19,610,776","12,628,794","90,976,576","12,847,555","20,539,482","2,168,848","13,483,996"
University of California-Berkeley,110635,2018,Football Bowl Subdivision,Pacific-12 Conference,"110,558,630","2,367,772","1,397,437","10,921,872","18,704,642","13,028,152","91,247,489","21,490,730","18,107,982","231,510","10,528,294"
University of California-Los Angeles,110662,2005,Football Bowl Subdivision,Pacific-12 Conference,"46,010,599","395,990","539,420","6,886,878","7,219,570","7,144,283","46,013,054","5,576,617","6,745,798","1,373,069","14,710,543"
University of California-Los Angeles,110662,2006,Football Bowl Subdivision,Pacific-12 Conference,"52,049,868","380,702","617,966","8,902,715","8,060,097","7,636,782","52,066,786","7,386,027","7,455,859","3,129,670","13,895,922"
University of California-Los Angeles,110662,2007,Football Bowl Subdivision,Pacific-12 Conference,"61,309,668","357,307","641,494","9,837,835","8,965,747","8,181,293","61,309,668","7,395,249","8,655,548","1,401,551","19,459,464"
University of California-Los Angeles,110662,2008,Football Bowl Subdivision,Pacific-12 Conference,"66,088,264","475,566","696,473","9,873,353","9,768,187","8,768,645","66,088,264","7,744,834","8,354,437","3,587,023","22,402,565"
University of California-Los Angeles,110662,2009,Football Bowl Subdivision,Pacific-12 Conference,"66,177,866","455,506","868,385","9,174,535","10,935,052","9,362,535","66,177,866","9,179,351","10,006,048","1,454,128","24,996,824"
University of California-Los Angeles,110662,2010,Football Bowl Subdivision,Pacific-12 Conference,"61,875,531","370,560","890,417","9,187,793","11,307,734","9,744,653","61,875,531","9,032,537","9,332,803","3,923,122","19,329,439"
University of California-Los Angeles,110662,2011,Football Bowl Subdivision,Pacific-12 Conference,"66,003,893","387,285","950,733","8,751,645","12,462,937","10,554,083","66,003,893","9,095,551","7,808,406","1,857,252","20,048,738"
University of California-Los Angeles,110662,2012,Football Bowl Subdivision,Pacific-12 Conference,"71,731,776","445,262","1,102,114","10,210,739","13,452,770","11,128,431","71,731,776","11,407,611","15,998,077","3,505,391","14,494,463"
University of California-Los Angeles,110662,2013,Football Bowl Subdivision,Pacific-12 Conference,"83,926,720","474,058","1,173,877","12,393,058","15,779,201","11,592,246","83,926,720","9,882,188","14,436,711","503,515","24,944,837"
University of California-Los Angeles,110662,2014,Football Bowl Subdivision,Pacific-12 Conference,"86,426,780","404,201","1,307,093","13,040,755","18,764,600","12,138,363","86,426,780","11,652,329","16,229,179","522,500","17,807,674"
University of California-Los Angeles,110662,2015,Football Bowl Subdivision,Pacific-12 Conference,"96,912,767","427,464","1,259,322","15,113,654","20,011,005","12,593,060","96,912,767","11,385,380","16,849,636","2,619,195","26,155,763"
University of California-Los Angeles,110662,2016,Football Bowl Subdivision,Pacific-12 Conference,"98,913,023","926,492","1,207,096","14,930,107","21,245,702","13,490,241","98,913,023","17,165,565","15,493,926","840,402","18,361,978"
University of California-Los Angeles,110662,2017,Football Bowl Subdivision,Pacific-12 Conference,"104,106,646","974,959","1,428,613","14,943,522","22,773,369","13,839,807","104,106,646","15,974,109","18,680,427","1,311,441","21,744,254"
University of California-Los Angeles,110662,2018,Football Bowl Subdivision,Pacific-12 Conference,"130,960,560","990,900","1,620,167","16,919,319","23,361,458","14,536,160","130,960,560","39,719,835","18,992,624","1,184,874","18,033,018"
University of Central Florida,132903,2005,Football Bowl Subdivision,Mid-American Conference,"20,730,846","411,132","411,563","1,846,679","4,222,606","4,306,145","22,089,418","615,374","3,357,302","788,430","1,317,224"
University of Central Florida,132903,2006,Football Bowl Subdivision,Conference USA,"25,142,787","493,445","413,317","2,655,517","4,139,365","5,175,417","22,860,742","505,809","2,431,244","934,000","1,054,648"
